room_id,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay
18510813,xxx,0,16,4,,1500,
7840921,1,0,6,3,,1500,
10840730,xxx,0,12,5,,1500,
4163944,xxx,0,4,3,,750,
747416,6,5,6,2,,750,
10998170,xxx,0,8,3,,850,
879326,1,0,6,3,,700,
12134687,xxx,0,6,2,,575,
5945812,2,0,4,1,,675,
1082423,8,4.5,5,3,,600,
13357698,3,5,10,4,,700,
753761,xxx,0,5,3,,170,
16439853,1,0,4,2,,115,
15579683,1,0,4,1,,99,
935967,xxx,0,5,2,,2000,
11064385,xxx,0,7,3,,3350,
10926089,xxx,0,5,4,,5000,
10830493,xxx,0,8,5,,4000,
10724176,xxx,0,3,3,,10000,
1332629,2,0,5,2,,2000,
14294426,6,5,8,4,,1100,
10636207,xxx,0,3,1,,1100,
10700563,xxx,0,8,3,,1200,
10489285,xxx,0,6,3,,1270,
19593038,xxx,0,8,4,,1200,
10931258,xxx,0,3,1,,1450,
10527674,2,0,5,3,,1250,
8864274,11,5,10,6,,1200,
10789800,xxx,0,4,2,,900,
10731420,xxx,0,6,3,,750,
10801460,xxx,0,6,2,,800,
4296407,xxx,0,3,1,,1000,
10678838,xxx,0,4,2,,1000,
11950735,xxx,0,5,4,,900,
9726878,xxx,0,6,3,,800,
10910661,xxx,0,10,3,,800,
13746665,1,0,7,4,,750,
891728,1,0,8,4,,750,
10883271,xxx,0,5,2,,800,
10754525,xxx,0,4,2,,800,
10996605,xxx,0,4,2,,1000,
8306923,xxx,0,4,1,,855,
231129,50,4.5,9,4,,995,
4418675,17,5,11,5,,850,
5190694,xxx,0,4,2,,950,
10255048,xxx,0,4,2,,975,
10929929,xxx,0,2,1,,900,
19625051,xxx,0,7,4,,855,
11435584,1,0,6,3,,985,
657121,52,5,6,3,,799,
915058,10,5,10,4,,800,
7343245,47,5,8,4,,800,
19268036,xxx,0,6,2,,720,
251792,3,5,8,3,,595,
3369099,xxx,0,5,2,,600,
3345110,2,0,6,3,,250,
9316584,xxx,0,2,0,,285,
8556635,6,4,3,3,,196,
273452,5,5,3,2,,189,
2042534,1,0,2,0,,145,
929796,3,4,2,1,,150,
4297642,6,5,2,0,,144,
2944266,xxx,0,4,2,,175,
33316,xxx,0,4,1,,150,
3186641,23,4.5,2,1,,165,
10439036,1,0,4,1,,179,
18993777,1,0,2,0,,145,
13226259,xxx,0,2,0,,129,
581592,24,4.5,2,1,,140,
889175,44,4.5,2,1,,140,
846294,4,4.5,4,2,,122,
9128820,3,4,2,0,,125,
808660,202,4.5,2,1,,122,
15236335,32,5,3,1,,135,
2017079,3,3.5,2,1,,115,
6835097,6,5,4,2,,114,
6885816,5,5,2,0,,110,
11496841,6,4.5,2,0,,108,
7734510,4,5,2,0,,115,
18507365,xxx,0,4,0,,118,
9313952,129,4.5,3,1,,101,
4388398,1,0,3,1,,98,
66664,44,4,3,1,,97,
7677381,xxx,0,2,0,,98,
1714155,10,4.5,2,1,,92,
18947485,3,3,3,0,,89,
12953936,1,0,2,1,,100,
16721946,10,4.5,6,2,,97,
16134665,xxx,0,4,0,,94,
18475771,1,0,2,0,,85,
19098757,xxx,0,2,1,,95,
14732134,4,5,2,0,,99,
7952959,11,4.5,2,0,,88,
9345625,1,0,2,1,,90,
12110830,32,4.5,3,1,,90,
13477247,5,4,2,0,,85,
14342450,38,5,2,0,,95,
10835440,28,5,2,1,,95,
18720933,1,0,2,1,,87,
13315189,17,5,2,2,,90,
19415234,xxx,0,2,0,,89,
1967457,33,5,2,1,,97,
17340703,8,5,8,1,,97,
17807120,5,5,4,1,,100,
19591874,xxx,0,2,0,,81,
16829186,2,0,2,0,,79,
12762625,xxx,0,3,1,,75,
1404326,80,4.5,2,0,,80,
7828473,77,4.5,2,1,,63,
7227605,23,5,5,3,,850,
10633898,1,0,5,4,,950,
13563865,4,4.5,10,4,,725,
19159329,xxx,0,1,1,,31,
18023058,xxx,0,1,1,,25,
12360351,21,4.5,1,1,,40,
16098282,23,4.5,1,1,,37,
18061759,2,0,1,1,,25,
19489396,xxx,0,1,1,,30,
7715861,1,0,6,2,,825,
13018401,xxx,0,6,3,,525,
8128524,xxx,0,5,3,,2800,
8935756,xxx,0,4,2,,800,
5944989,4,5,6,2,,825,
10788165,xxx,0,8,4,,900,
15363297,48,5,8,2,,295,
14475808,63,4.5,4,1,,129,
1335204,4,5,4,1,,95,
6545449,12,5,12,4,,800,
16333422,xxx,0,6,3,,900,
18753198,2,0,8,3,,795,
11163409,2,0,8,4,,800,
2397858,7,4.5,16,4,,800,
6836928,7,4.5,6,3,,875,
6609412,14,5,8,4,,750,
6784032,2,0,8,3,,711,
7111861,2,0,6,3,,950,
62651,39,5,6,3,,850,
7092179,18,5,6,3,,750,
607913,3,5,5,1,,750,
2209324,11,5,5,2,,1000,
4422501,7,5,6,3,,900,
10369097,2,0,8,5,,1000,
12882037,1,0,4,2,,899,
12967106,1,0,14,4,,850,
576018,6,5,8,4,,952,
19733738,xxx,0,6,4,,890,
1107014,37,5,8,3,,890,
18413609,1,0,8,4,,850,
7227910,9,5,10,5,,860,
4401445,22,5,6,3,,800,
17144320,12,4.5,14,4,,899,
19227636,xxx,0,7,4,,707,
19141653,xxx,0,9,5,,915,
1433857,xxx,0,6,3,,600,
4372075,xxx,0,5,3,,685,
16498984,xxx,0,5,3,,550,
5204426,4,5,8,4,,600,
7074753,2,0,8,4,,607,
2558071,7,5,6,4,,700,
7983070,30,5,10,5,,689,
17780402,xxx,0,16,1,,599,
10749998,xxx,0,2,0,,650,
11024353,xxx,0,4,3,,625,
8418067,2,0,4,2,,700,
10658210,xxx,0,8,3,,625,
7580383,5,5,9,4,,556,
5686550,xxx,0,3,3,,699,
4663132,12,5,8,4,,575,
10682585,xxx,0,5,2,,700,
6864929,xxx,0,5,3,,690,
15853561,4,5,6,3,,650,
10886993,xxx,0,4,2,,600,
4093013,3,5,4,2,,600,
16416050,6,5,11,2,,599,
1696666,108,4.5,8,4,,650,
19059321,xxx,0,6,3,,525,
4256305,2,0,5,2,,599,
2887744,128,5,8,3,,550,
1906323,15,5,6,4,,650,
19743151,xxx,0,4,2,,554,
7950510,xxx,0,2,1,,650,
6370117,xxx,0,3,2,,600,
8344020,1,0,1,1,,699,
11048172,xxx,0,4,1,,600,
10968598,xxx,0,4,1,,650,
10501461,4,5,4,2,,700,
496108,41,5,6,3,,549,
10809412,xxx,0,6,1,,550,
3630122,xxx,0,6,2,,550,
1056688,102,5,1,0,,600,
2477787,xxx,0,8,4,,700,
10920346,xxx,0,4,3,,600,
10282315,xxx,0,7,4,,650,
379255,3,5,8,4,,672,
3905190,4,5,4,2,,550,
9476010,15,5,8,3,,595,
15325569,xxx,0,4,1,,599,
7175371,1,0,6,3,,625,
10383517,xxx,0,4,2,,700,
286816,28,4.5,6,3,,650,
10236578,xxx,0,6,2,,650,
18077642,xxx,0,6,3,,617,
9462355,4,5,8,4,,650,
6677173,28,5,6,3,,550,
9759420,3,4.5,8,4,,700,
18331809,3,5,6,2,,680,
11010943,xxx,0,3,3,,650,
10805572,3,4.5,4,1,,600,
19066665,xxx,0,10,4,,550,
14453697,13,4.5,10,6,,689,
10590158,3,5,3,1,,650,
15843930,16,5,10,4,,550,
13264260,27,5,7,4,,700,
9990865,39,5,10,3,,575,
4037590,2,0,6,3,,550,
932481,5,5,6,3,,700,
6145167,xxx,0,1,1,,588,
10826536,xxx,0,5,2,,600,
10199931,1,0,6,3,,692,
10791052,1,0,6,3,,600,
1151109,10,5,6,2,,570,
6492391,xxx,0,5,3,,650,
180212,8,5,7,4,,650,
2723005,23,5,6,3,,585,
8598197,13,5,10,4,,700,
468490,13,4.5,8,4,,588,
219438,xxx,0,4,3,,699,
8240368,xxx,0,1,1,,525,
12041533,5,5,8,4,,550,
12137181,xxx,0,4,2,,575,
17288739,xxx,0,6,3,,525,
10860614,xxx,0,8,4,,700,
10570862,xxx,0,4,1,,600,
10998332,xxx,0,4,2,,559,
10905337,xxx,0,4,1,,600,
8921611,xxx,0,4,1,,600,
11083149,xxx,0,5,2,,700,
10911128,xxx,0,8,4,,700,
867555,22,5,4,2,,599,
13978938,2,0,6,2,,540,
506465,17,4,6,3,,549,
3889219,13,4.5,3,2,,540,
1309354,1,0,5,3,,550,
3102139,xxx,0,6,3,,550,
4698301,xxx,0,8,4,,550,
10833633,xxx,0,10,3,,550,
6275843,1,0,5,3,,700,
1275748,xxx,0,3,1,,550,
10805808,xxx,0,4,2,,700,
8303062,1,0,6,2,,650,
1483698,1,0,2,1,,695,
10771698,xxx,0,6,2,,700,
10039703,11,5,3,0,,599,
17825792,1,0,6,3,,675,
10051637,xxx,0,3,1,,700,
10476444,xxx,0,6,3,,600,
18571537,xxx,0,16,6,,698,
17113174,xxx,0,6,3,,650,
3647017,1,0,6,2,,700,
441775,xxx,0,4,1,,599,
4538989,xxx,0,4,2,,700,
533627,18,5,8,3,,600,
16532410,xxx,0,6,3,,675,
15476769,xxx,0,4,1,,570,
8306331,19,5,10,4,,700,
16771827,xxx,0,4,1,,575,
10900339,xxx,0,3,1,,600,
1180517,2,0,6,4,,550,
10756717,xxx,0,3,1,,550,
10730611,xxx,0,2,1,,565,
10989986,xxx,0,10,5,,590,
571042,4,5,5,3,,599,
10682225,xxx,0,8,4,,600,
11015221,xxx,0,5,2,,650,
7761377,xxx,0,8,4,,700,
8444973,xxx,0,6,4,,595,
10613946,xxx,0,8,4,,700,
7596529,10,4.5,6,3,,550,
10755267,xxx,0,4,2,,695,
607500,34,5,6,3,,550,
10907541,xxx,0,4,2,,600,
13913555,8,5,6,3,,675,
2985919,10,4,11,5,,600,
9903046,14,5,12,4,,550,
19735140,xxx,0,8,3,,695,
1365610,2,0,8,4,,600,
6689478,xxx,0,6,3,,600,
10731289,xxx,0,6,2,,700,
8811090,xxx,0,8,3,,590,
3605535,1,0,4,2,,650,
15183102,xxx,0,4,2,,700,
14930329,xxx,0,4,2,,600,
11120782,xxx,0,4,2,,600,
3519611,6,5,6,3,,600,
9489448,1,0,4,1,,565,
9157104,6,5,6,3,,520,
10918057,xxx,0,4,2,,630,
1539723,4,5,2,1,,549,
9773223,xxx,0,8,2,,505,
10878099,xxx,0,6,2,,550,
10684058,10,5,7,3,,545,
1840105,6,5,8,3,,600,
10473103,xxx,0,6,3,,690,
472065,105,5,8,3,,590,
11038085,xxx,0,4,1,,650,
7759598,13,5,6,3,,575,
10888161,xxx,0,6,3,,695,
374997,25,4.5,6,3,,649,
10964074,xxx,0,6,2,,650,
6248937,3,5,8,4,,700,
2539953,77,5,10,4,,695,
6627450,19,5,8,3,,580,
5136550,4,5,6,2,,506,
2407150,4,5,2,1,,10000,
17776142,xxx,0,16,10,,10000,
5751316,xxx,0,6,4,,1400,
3158614,xxx,0,8,4,,1200,
11147156,xxx,0,4,1,,1200,
10851336,xxx,0,4,3,,1000,
17780599,xxx,0,16,4,,1469,
16699375,1,0,4,1,,1200,
11147115,xxx,0,8,3,,1500,
10888115,xxx,0,6,3,,1000,
10919775,xxx,0,4,2,,1400,
10502649,xxx,0,9,4,,1200,
7546927,xxx,0,7,3,,1000,
18268569,xxx,0,8,4,,1000,
10930986,xxx,0,6,2,,1400,
10917847,xxx,0,6,3,,1250,
10808180,xxx,0,6,3,,1500,
10436203,xxx,0,4,2,,1100,
10615147,xxx,0,8,3,,1000,
10920486,xxx,0,5,2,,1500,
15223117,xxx,0,6,3,,1500,
8673679,xxx,0,4,2,,1500,
9095144,xxx,0,4,3,,1200,
10827305,xxx,0,8,4,,1500,
10863182,xxx,0,10,4,,1200,
10991224,xxx,0,8,3,,1300,
10769149,xxx,0,10,4,,1500,
10965575,xxx,0,6,4,,1150,
8973469,xxx,0,6,3,,1500,
10789325,xxx,0,6,3,,1500,
2645858,xxx,0,5,2,,1200,
10766464,xxx,0,2,1,,1500,
10628904,xxx,0,8,3,,1495,
10363272,xxx,0,10,4,,1450,
10638176,xxx,0,4,2,,1500,
10998063,xxx,0,6,2,,1200,
10965671,xxx,0,6,3,,1200,
10972560,xxx,0,6,3,,1100,
10610594,xxx,0,4,1,,1350,
10742618,xxx,0,10,4,,1425,
10771375,xxx,0,10,4,,1100,
10945646,xxx,0,6,2,,1450,
10734507,xxx,0,6,0,,1250,
4183088,9,5,6,3,,1100,
10282410,xxx,0,5,2,,1299,
5859735,xxx,0,3,3,,1300,
10721140,1,0,4,4,,1178,
14126530,4,5,6,5,,1200,
15465170,2,0,16,0,,1200,
14919747,1,0,6,3,,1230,
14627950,1,0,6,3,,1395,
7003729,2,0,10,4,,1500,
10362654,6,5,8,3,,1500,
1291092,5,5,6,3,,1295,
10823468,3,4.5,6,2,,1199,
10520808,xxx,0,7,3,,1150,
2970867,1,0,16,0,,1450,
13508455,xxx,0,4,2,,1200,
13735115,xxx,0,9,5,,1500,
10733503,xxx,0,6,3,,1450,
1961076,1,0,7,0,,1500,
17569680,2,0,2,1,,1200,
12607119,17,5,8,6,,1250,
11760120,4,5,8,4,,1300,
13900287,3,5,6,3,,1199,
9110718,21,5,12,4,,1285,
18971467,1,0,16,3,,1350,
7859868,20,5,4,2,,1350,
18619750,1,0,12,6,,1200,
11399637,3,4.5,6,2,,1000,
2022751,13,5,6,2,,800,
10703285,xxx,0,6,2,,1000,
1303919,xxx,0,4,2,,1000,
8153124,xxx,0,16,0,,900,
12251742,1,0,10,4,,1000,
10874971,xxx,0,6,3,,950,
9063798,3,4,6,2,,800,
11735293,1,0,6,4,,1000,
2594633,xxx,0,2,1,,998,
8442634,xxx,0,4,2,,950,
10406816,xxx,0,4,2,,1000,
10810494,xxx,0,2,0,,750,
10948871,xxx,0,8,2,,999,
10898138,xxx,0,8,3,,800,
1970308,xxx,0,3,0,,750,
606555,118,5,12,1,,1000,
10783028,xxx,0,6,4,,950,
10732651,xxx,0,2,1,,750,
1777429,4,5,11,5,,1000,
13489958,xxx,0,6,4,,857,
8590211,1,0,6,3,,750,
6717010,xxx,0,4,2,,750,
18878564,xxx,0,10,5,,800,
9275612,8,5,16,1,,750,
8035608,xxx,0,2,0,,750,
10807640,xxx,0,8,4,,1000,
13077720,xxx,0,2,1,,999,
8392607,xxx,0,4,2,,900,
8388658,xxx,0,6,3,,895,
10686651,xxx,0,5,2,,800,
10417611,xxx,0,2,1,,985,
19198154,xxx,0,6,2,,728,
10732591,xxx,0,5,2,,900,
4993804,36,5,10,5,,875,
16162289,xxx,0,6,2,,980,
9301952,xxx,0,4,2,,1000,
10860523,xxx,0,2,2,,1000,
15182184,xxx,0,2,2,,750,
8591098,xxx,0,7,4,,1000,
10905739,xxx,0,3,2,,995,
10883520,xxx,0,7,3,,1000,
7632594,1,0,6,3,,1000,
640352,87,5,15,1,,975,
138592,17,5,8,4,,850,
10834465,xxx,0,3,2,,900,
15633396,xxx,0,6,4,,750,
10998637,xxx,0,6,3,,950,
11718434,xxx,0,2,1,,800,
19180151,xxx,0,1,3,,900,
10563752,xxx,0,4,2,,1000,
10839205,xxx,0,2,1,,750,
10784723,xxx,0,2,0,,800,
10772378,xxx,0,6,3,,800,
19584480,xxx,0,6,3,,900,
10770929,xxx,0,9,4,,1000,
15252502,xxx,0,16,0,,750,
8486760,xxx,0,4,2,,1000,
10753958,xxx,0,8,4,,1000,
10907284,xxx,0,4,2,,800,
10747642,xxx,0,4,1,,800,
10864452,xxx,0,8,4,,1000,
9437643,xxx,0,8,3,,1000,
8257534,1,0,6,1,,850,
10995477,xxx,0,4,2,,1000,
10930264,xxx,0,4,1,,800,
10889290,xxx,0,8,3,,1000,
10880254,xxx,0,10,4,,999,
10996172,xxx,0,4,2,,800,
5685769,xxx,0,3,3,,850,
10630132,xxx,0,5,2,,800,
10684359,xxx,0,3,1,,800,
10104291,xxx,0,3,0,,800,
10883260,xxx,0,3,0,,850,
6638320,xxx,0,2,1,,800,
10367579,xxx,0,4,2,,895,
10811665,xxx,0,8,3,,950,
10881291,xxx,0,5,2,,800,
10342010,xxx,0,4,2,,800,
10435323,xxx,0,7,3,,995,
2483405,10,5,6,3,,795,
10889404,xxx,0,8,3,,800,
6572428,1,0,6,2,,800,
7759236,1,0,2,1,,795,
11048476,xxx,0,4,1,,800,
14963473,3,5,10,4,,950,
1772611,1,0,2,1,,720,
9214120,1,0,6,3,,750,
10812120,1,0,8,3,,750,
10972053,1,0,4,2,,800,
15409616,xxx,0,8,3,,800,
10768917,4,5,8,3,,999,
1936003,4,4.5,6,3,,800,
16073836,5,5,9,5,,800,
5615061,1,0,3,2,,975,
6870420,7,5,7,4,,1000,
4823183,4,5,4,2,,800,
664315,4,5,4,2,,950,
7701360,20,5,8,3,,895,
10501439,xxx,0,8,3,,790,
13582817,4,5,6,2,,925,
4295025,7,4.5,4,2,,750,
2499257,14,5,6,3,,1000,
13066842,22,5,7,3,,849,
14948841,28,5,8,4,,750,
15509213,17,4.5,6,3,,550,
9488665,16,5,7,4,,650,
7558236,32,5,7,4,,700,
7089833,1,0,6,3,,520,
8203348,79,4.5,7,3,,525,
18248299,xxx,0,2,3,,575,
10541422,xxx,0,8,4,,580,
16896403,xxx,0,7,4,,520,
14868610,13,5,8,3,,624,
8149387,42,5,16,0,,600,
9078894,16,5,8,5,,595,
13219968,2,0,8,4,,600,
18851429,5,5,8,3,,650,
17683797,xxx,0,11,5,,650,
19734809,xxx,0,4,2,,600,
13300908,1,0,8,4,,600,
1212746,89,5,10,3,,575,
3789600,152,5,8,3,,550,
14110440,xxx,0,6,4,,600,
594387,125,5,6,3,,650,
15094108,2,0,2,1,,650,
10545518,5,5,5,3,,595,
13061396,2,0,6,3,,600,
19225822,xxx,0,4,3,,650,
8761496,1,0,6,2,,600,
3145984,7,5,4,2,,600,
15834994,2,0,8,4,,646,
3133266,45,5,8,3,,600,
408471,27,5,6,3,,600,
8670481,83,5,6,3,,600,
1655446,80,4.5,6,4,,549,
15643873,22,5,15,2,,525,
11190379,15,5,6,3,,581,
18345958,2,0,8,4,,680,
1438504,46,4.5,4,2,,575,
1299979,xxx,0,6,3,,375,
440058,3,5,6,3,,394,
2858267,xxx,0,5,2,,350,
17709514,3,5,4,3,,350,
8384230,xxx,0,2,1,,500,
5359665,1,0,5,3,,400,
5154227,56,5,12,4,,499,
10409218,xxx,0,8,4,,400,
16270843,4,5,6,2,,320,
13507714,xxx,0,4,2,,350,
19329658,xxx,0,11,4,,400,
8341345,xxx,0,6,3,,399,
11788666,xxx,0,10,3,,375,
9857359,xxx,0,5,2,,388,
18238009,xxx,0,10,4,,500,
4370547,7,4.5,3,1,,375,
10311667,xxx,0,4,2,,325,
6716200,xxx,0,5,3,,450,
3354203,14,5,7,3,,320,
1732805,41,5,6,3,,320,
2154122,14,5,6,3,,450,
19738577,xxx,0,4,2,,460,
4880695,16,4.5,10,5,,375,
482592,86,5,6,4,,500,
1048800,xxx,0,6,3,,310,
6405183,1,0,7,3,,325,
17603219,1,0,7,3,,350,
7691523,1,0,4,1,,350,
1857226,43,4.5,7,3,,404,
3415751,xxx,0,6,3,,300,
12311665,18,5,8,4,,499,
9261548,8,5,5,3,,375,
8555019,xxx,0,4,1,,499,
6324558,xxx,0,8,2,,329,
8443583,2,0,8,4,,495,
7478864,9,4.5,5,3,,350,
6609509,2,0,7,4,,400,
10788469,24,5,6,3,,325,
14730790,10,5,10,5,,335,
14141746,xxx,0,5,3,,360,
133910,31,4.5,6,3,,475,
15135571,1,0,6,3,,450,
11816435,6,5,8,4,,475,
11047057,xxx,0,2,1,,500,
10930694,xxx,0,4,2,,350,
10746071,xxx,0,8,4,,315,
1574191,49,5,4,2,,500,
7810254,6,5,5,2,,320,
14043281,40,5,10,3,,400,
2801419,13,5,3,1,,425,
9845618,1,0,4,3,,395,
1579304,3,5,6,3,,450,
1740843,5,4.5,6,3,,450,
14282647,xxx,0,4,4,,350,
7965780,18,5,4,2,,325,
16285937,xxx,0,6,3,,350,
7760724,1,0,8,4,,500,
7544803,8,5,5,3,,400,
10948228,xxx,0,2,1,,450,
14835909,2,0,8,4,,500,
1209893,2,0,6,2,,400,
16330378,6,5,8,3,,350,
1672896,52,4.5,11,5,,375,
5395767,6,4.5,6,3,,405,
982298,42,4.5,9,4,,453,
17154510,1,0,4,2,,400,
19100435,xxx,0,6,3,,400,
2374267,6,5,10,4,,395,
9164334,1,0,4,2,,350,
7458845,5,5,5,2,,395,
3081324,69,4.5,10,3,,452,
8655125,5,5,9,4,,375,
4023249,5,4.5,8,3,,359,
6222895,xxx,0,4,2,,350,
16855762,xxx,0,6,2,,350,
11605753,20,4.5,7,3,,345,
13511841,xxx,0,4,3,,350,
13587745,1,0,6,3,,375,
12599563,xxx,0,6,3,,375,
10805916,xxx,0,2,1,,485,
10829828,8,5,12,5,,500,
19437035,xxx,0,8,4,,310,
7621346,22,5,4,2,,475,
8336631,xxx,0,6,3,,350,
1140678,3,4.5,5,3,,500,
8391970,xxx,0,6,2,,450,
10807434,xxx,0,4,2,,500,
15830806,21,5,10,3,,400,
1273125,4,5,6,3,,325,
19746671,xxx,0,6,3,,350,
13657993,xxx,0,6,3,,325,
6121614,xxx,0,5,3,,385,
4429475,39,5,6,3,,345,
1304068,12,5,6,3,,425,
7901865,2,0,6,4,,475,
14294502,4,5,4,2,,350,
11011745,xxx,0,8,3,,500,
17175619,1,0,6,3,,375,
10925833,2,0,4,2,,339,
17734895,xxx,0,4,0,,320,
13201652,7,4.5,10,4,,475,
1037198,25,4.5,4,2,,325,
18199221,xxx,0,6,3,,475,
9887879,xxx,0,6,3,,489,
7939407,xxx,0,4,2,,305,
17993956,xxx,0,12,2,,379,
11284170,xxx,0,6,4,,350,
10458942,xxx,0,4,1,,355,
1494503,8,5,4,2,,400,
6941379,8,5,2,1,,350,
5960738,9,4.5,6,3,,480,
563887,12,5,7,4,,350,
10970821,xxx,0,3,1,,500,
16975571,1,0,4,2,,309,
12917510,4,5,6,3,,350,
3377369,13,4.5,6,3,,350,
732779,3,5,6,3,,500,
9905129,4,5,6,3,,500,
7009809,84,5,6,3,,425,
1724819,165,5,4,2,,333,
8817059,xxx,0,6,3,,450,
124011,6,5,5,3,,480,
14594885,29,5,4,2,,350,
654860,1,0,8,4,,425,
18488234,xxx,0,6,3,,500,
13624487,1,0,8,2,,500,
10508881,xxx,0,6,3,,399,
3157463,14,5,4,2,,350,
2023326,1,0,6,3,,350,
3479568,3,5,7,2,,375,
19315635,xxx,0,5,3,,325,
19753187,xxx,0,5,3,,325,
10430433,xxx,0,5,3,,500,
13265419,1,0,8,3,,500,
9667459,4,5,6,4,,415,
17813890,4,5,7,3,,480,
19182186,2,0,10,5,,398,
10043166,10,5,6,3,,385,
2397852,33,5,7,2,,321,
7933558,96,5,10,3,,499,
561148,11,5,5,3,,450,
6415052,31,5,7,3,,380,
7344289,141,5,9,2,,375,
15785104,12,5,6,2,,399,
14139656,15,5,6,3,,475,
13275460,2,0,6,3,,400,
15522956,1,0,2,0,,69,
16256406,xxx,0,2,0,,64,
9780615,126,5,4,1,,80,
